employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-23676961,Chris,Mitchell,Female,New York,Rochester,2022-04-16,Marketing,Content Creator,Bachelor,57372,Satisfactory,No,1980-01-14,2022-10-13
00-90585882,Matthew,Orozco,Male,New York,Rochester,2023-02-01,Customer Service,Customer Service Representative,High School,62885,Good,No,1992-05-07,2023-07-31
00-15512205,Devon,Hall,Male,New York,Buffalo,2018-09-27,Operations,Inventory Specialist,High School,60182,Satisfactory,Yes,1983-03-06,2019-03-26
00-59737181,Eric,Lewis,Female,Illinois,Naperville,2016-06-10,Finance,Accountant,Bachelor,65821,Good,No,2003-06-15,2023-11-10
00-11698142,Rick,Daniels,Male,New York,Buffalo,2023-06-11,Sales,Sales Consultant,Bachelor,76697,Excellent,No,1974-09-30,2023-12-08
00-68186525,Bryan,Wall,Male,North Carolina,Greensboro,2024-05-31,Marketing,Content Creator,High School,65438,Satisfactory,No,1977-01-10,2024-11-27
00-71705170,Rebecca,Silva,Male,New York,New York City,2022-09-28,Operations,Operations Analyst,Master,68487,Satisfactory,Yes,2002-01-26,2024-04-21
00-80027662,Andrew,Gilmore,Female,North Carolina,Greensboro,2024-08-11,Operations,Operations Analyst,Bachelor,78921,Excellent,No,1972-12-21,2025-02-07
00-82232344,Omar,Smith,Female,New York,New York City,2023-05-17,Operations,Inventory Specialist,Bachelor,58410,Excellent,No,1979-05-11,2023-11-13
00-89520597,Kenneth,Price,Male,New York,Buffalo,2017-12-13,Operations,Logistics Coordinator,Bachelor,68928,Excellent,No,1976-03-04,2020-05-26
00-21631697,Stephanie,Barnes,Male,North Carolina,Charlotte,2017-10-18,Customer Service,Support Specialist,Bachelor,66559,Good,Yes,1978-01-17,2019-05-29
00-72372114,Jessica,Marsh,Male,New York,Rochester,2020-12-14,Finance,Accounts Payable Specialist,Bachelor,64921,Good,No,1983-06-02,2022-12-09
00-55150390,Jeffrey,Robinson,Male,New York,Rochester,2015-06-19,Customer Service,Customer Service Representative,High School,59238,Excellent,No,1974-04-15,2022-12-25
00-75437844,Todd,Price,Male,New York,Rochester,2017-09-17,Operations,Operations Manager,Bachelor,105668,Good,No,1961-04-20,2018-03-16
00-47535126,Erin,Powell,Female,Michigan,Warren,2023-03-06,Operations,Logistics Coordinator,Bachelor,55446,Satisfactory,Yes,1988-11-16,2023-09-02
00-84597009,Mary,Calhoun,Male,Pennsylvania,Philadelphia,2015-08-30,IT,Software Developer,Bachelor,111761,Good,No,1980-02-10,2017-01-11
00-42394260,Amanda,Meadows,Male,New York,New York City,2022-08-18,Operations,Logistics Coordinator,Bachelor,71331,Satisfactory,No,1984-07-17,2023-02-14
00-42255732,Anne,Johnson,Male,New York,New York City,2022-09-07,Operations,Inventory Specialist,Bachelor,69167,Needs Improvement,Yes,1965-05-27,2023-03-06
00-75876924,Roy,Camacho,Female,Michigan,Warren,2019-03-12,Operations,Operations Analyst,Master,88257,Good,No,1985-06-11,2024-09-18
00-49491631,Brent,Gray,Female,New York,Buffalo,2017-03-24,Customer Service,Support Specialist,High School,61321,Good,Yes,1960-05-10,2022-04-11
00-51098277,Shawn,Rogers,Female,New York,Rochester,2022-12-08,Customer Service,Help Desk Technician,Bachelor,68010,Good,No,1993-12-21,2023-06-06
00-84285882,Nicholas,Walton,Female,New York,New York City,2020-11-19,Sales,Sales Representative,Bachelor,65616,Good,Yes,1990-01-23,2024-05-02
00-83871890,Robert,Conley,Female,Illinois,Chicago,2018-07-02,IT,System Administrator,Master,76703,Good,No,1990-03-18,2024-03-23
00-46361787,Andrew,Ryan,Male,New York,Rochester,2018-05-16,Customer Service,Help Desk Technician,High School,85436,Needs Improvement,Yes,1988-04-24,2022-12-20
00-35848226,Jeffrey,Jones,Male,New York,Rochester,2018-09-11,Operations,Logistics Coordinator,Bachelor,71575,Good,No,1992-06-23,2022-10-19
00-34850391,Billy,Johnson,Female,New York,Rochester,2017-04-07,IT,Software Developer,Master,107627,Satisfactory,Yes,1992-04-02,2021-12-07
00-47111151,James,Smith,Female,Pennsylvania,Allentown,2022-03-01,Operations,Inventory Specialist,High School,53401,Excellent,No,1997-12-08,2022-08-28
00-47983442,John,Wells,Male,New York,Buffalo,2024-02-14,IT,System Administrator,Master,82097,Satisfactory,No,1960-06-23,2024-08-12
00-40532273,Anne,Robinson,Male,New York,Rochester,2018-09-29,Finance,Accountant,Bachelor,88732,Good,No,2002-01-16,2019-11-16
00-81690398,Jonathan,Wood,Male,New York,New York City,2016-08-23,IT,Software Developer,Bachelor,85553,Good,No,1963-01-19,2020-12-16
00-84270583,Catherine,Adkins,Male,Michigan,Detroit,2017-02-14,IT,IT Support Specialist,Bachelor,64113,Satisfactory,No,1989-09-23,2021-08-18
00-75884623,Kimberly,Martin,Female,New York,New York City,2016-04-30,IT,System Administrator,Master,90532,Good,No,1979-10-04,2022-12-28
00-48163378,Daniel,Johnson,Male,New York,Rochester,2019-05-02,Finance,Accountant,Bachelor,64433,Good,No,1990-03-21,2021-01-05
00-34744872,Barbara,Odonnell,Male,Michigan,Detroit,2024-05-25,Finance,Accountant,Bachelor,87106,Good,No,1983-03-15,2024-11-21
00-74119726,Randy,Espinoza,Male,New York,Buffalo,2016-01-30,Operations,Operations Analyst,Bachelor,80800,Satisfactory,No,1970-10-13,2016-07-28
00-76001106,Brittany,Rivas,Female,New York,Buffalo,2016-04-04,Customer Service,Support Specialist,High School,64649,Satisfactory,No,1989-01-06,2017-07-15
00-17195288,Curtis,Barton,Female,Illinois,Aurora,2017-11-27,Marketing,Content Creator,Bachelor,65232,Good,Yes,1960-04-28,2021-05-05
00-21432787,Gabrielle,Trujillo,Female,Michigan,Grand Rapids,2024-11-05,Customer Service,Help Desk Technician,Bachelor,74906,Good,Yes,1973-05-26,2025-05-04
00-65857931,Tonya,Patton,Female,New York,Buffalo,2021-05-15,Sales,Sales Representative,Bachelor,69276,Excellent,No,1984-02-14,2021-11-11
00-80138498,Amanda,Stanley,Female,New York,New York City,2018-01-27,IT,IT Support Specialist,High School,59787,Good,No,1994-07-06,2018-07-26
00-88990506,William,Peterson,Male,New York,Buffalo,2024-11-25,HR,HR Coordinator,Bachelor,65467,Good,Yes,1983-01-19,2025-05-24
00-93352876,Robert,Henry,Female,New York,Rochester,2016-06-17,Customer Service,Support Specialist,High School,58573,Good,No,1979-09-07,2018-03-04
00-37888820,Susan,Reid,Male,Illinois,Chicago,2021-11-18,Sales,Sales Representative,Bachelor,82136,Good,No,1973-04-07,2022-05-17
00-20896797,Steve,Hernandez,Male,New York,New York City,2017-03-10,Marketing,Marketing Coordinator,Bachelor,70023,Good,Yes,1987-09-09,2018-06-08
00-20075036,Jessica,Sheppard,Female,Pennsylvania,Pittsburgh,2017-04-15,Operations,Inventory Specialist,Bachelor,58058,Excellent,No,1990-02-28,2021-10-14
00-89699989,Christina,Gillespie,Male,New York,Rochester,2019-10-28,Sales,Sales Representative,Bachelor,80059,Good,No,1989-09-06,2023-02-10
00-48668783,Timothy,Graham,Male,Illinois,Chicago,2022-10-11,Customer Service,Customer Service Representative,High School,58066,Good,No,2001-05-03,2023-10-10
00-70939053,Brittany,Morris,Male,New York,Buffalo,2016-04-05,Sales,Sales Representative,Bachelor,69584,Excellent,No,2002-11-18,2024-06-15
00-93893865,Mariah,Miller,Male,New York,Buffalo,2020-12-08,Sales,Sales Representative,Bachelor,82163,Excellent,No,1987-01-02,2021-06-06
00-25405014,Shannon,Christensen,Female,New York,New York City,2020-08-09,Customer Service,Help Desk Technician,High School,56445,Good,Yes,1996-01-04,2021-02-05
00-45652586,Cheryl,Gray,Female,New York,New York City,2023-01-12,Sales,Sales Consultant,Bachelor,75258,Good,No,1997-05-16,2023-07-11
00-32269779,Troy,Nguyen,Male,New York,Buffalo,2023-07-09,Finance,Accounts Payable Specialist,Bachelor,61935,Needs Improvement,No,1984-07-03,2024-01-05
00-86397676,Jason,Salinas,Female,New York,New York City,2024-05-12,Marketing,SEO Specialist,Bachelor,60843,Satisfactory,No,1972-05-03,2024-11-08
00-72907576,Joshua,Carlson,Male,New York,New York City,2022-12-08,Operations,Logistics Coordinator,Bachelor,65116,Needs Improvement,No,1979-01-21,2023-06-06
00-46540265,Joshua,Smith,Female,New York,Rochester,2020-03-15,Finance,Accounts Payable Specialist,Bachelor,56486,Good,No,2001-01-15,2020-09-11
00-20796722,Christopher,Cortez,Female,Illinois,Chicago,2020-07-08,Customer Service,Help Desk Technician,High School,71223,Satisfactory,No,1962-04-05,2021-08-01
00-53261270,Angela,Allen,Female,Pennsylvania,Allentown,2021-07-04,Operations,Inventory Specialist,Bachelor,53363,Satisfactory,No,1994-05-06,2021-12-31
00-40725714,Debbie,Henry,Female,New York,Buffalo,2024-11-03,Sales,Sales Representative,Bachelor,60624,Satisfactory,No,1975-11-28,2025-05-02
00-12784407,Andre,Phillips,Female,New York,New York City,2024-06-06,Marketing,Marketing Coordinator,Bachelor,62665,Good,No,1985-12-19,2024-12-03
00-46173157,Heather,Torres,Female,New York,Buffalo,2020-08-13,Sales,Sales Representative,Bachelor,55329,Good,No,1965-11-05,2021-02-09
00-79654147,Miguel,Tran,Male,New York,New York City,2022-05-14,IT,System Administrator,Bachelor,73886,Good,No,2003-02-21,2022-11-10
00-88561612,Ronald,Reese,Female,New York,Rochester,2019-05-09,Operations,Inventory Specialist,High School,52382,Good,Yes,1996-11-11,2021-08-20
00-73083727,Michael,Chavez,Female,New York,Buffalo,2018-04-30,IT,Software Developer,Bachelor,79164,Satisfactory,Yes,1986-05-01,2024-09-09
00-99943797,John,Martinez,Male,Michigan,Detroit,2016-03-15,Sales,Sales Representative,Bachelor,67621,Good,No,1982-01-05,2017-02-06
00-65250068,Leslie,Newton,Female,Illinois,Aurora,2022-10-24,Sales,Sales Manager,Master,95297,Good,Yes,1987-01-10,2023-04-22
00-63747791,Hannah,Lee,Male,Illinois,Aurora,2023-10-14,Sales,Sales Specialist,PhD,65734,Needs Improvement,No,1976-06-24,2024-04-11
00-71045700,Todd,Hardy,Female,New York,New York City,2016-10-22,IT,Software Developer,Bachelor,87756,Good,Yes,1980-07-29,2021-12-27
00-25558733,Alicia,Campbell,Female,Ohio,Cincinnati,2024-02-09,Finance,Accounts Payable Specialist,Bachelor,57356,Satisfactory,Yes,1996-02-09,2024-08-07
00-79067939,Marissa,Phillips,Female,New York,New York City,2023-05-21,Finance,Accountant,Bachelor,70969,Good,No,1973-05-11,2023-11-17
00-82825679,Harry,Smith,Male,Pennsylvania,Pittsburgh,2019-07-27,Sales,Sales Representative,Bachelor,59863,Excellent,Yes,1999-09-23,2020-01-23
00-79583757,David,Williams,Female,New York,Rochester,2018-01-22,Operations,Operations Analyst,Bachelor,86393,Good,Yes,1985-09-23,2023-11-07
00-69329732,Angela,Terry,Male,New York,Rochester,2022-02-19,Customer Service,Customer Service Manager,PhD,87764,Satisfactory,No,1992-12-15,2022-08-18
00-83715012,Dana,Mullins,Male,New York,Buffalo,2017-02-09,Sales,Sales Consultant,Bachelor,101055,Satisfactory,Yes,1972-10-05,2022-01-18
00-75056916,Monique,Andrews,Female,New York,Rochester,2016-07-01,Customer Service,Customer Service Representative,High School,59718,Good,No,1997-04-15,2022-04-27
00-42117961,Timothy,Peterson,Male,New York,Buffalo,2022-01-20,Customer Service,Support Specialist,High School,58068,Needs Improvement,Yes,1985-04-18,2022-07-19
00-11835355,Johnny,Hensley,Male,New York,New York City,2020-02-14,Operations,Logistics Coordinator,Bachelor,68759,Good,Yes,1999-04-17,2020-08-12
00-25228493,Lynn,Morales,Male,New York,Rochester,2019-01-29,Operations,Logistics Coordinator,Bachelor,59743,Satisfactory,No,2000-09-07,2020-09-28
00-30665654,Barbara,Parks,Male,New York,New York City,2020-02-28,Operations,Logistics Coordinator,Bachelor,65148,Good,No,1997-08-08,2020-08-26
00-78299645,Edward,Hart,Female,New York,Buffalo,2022-04-28,Marketing,Marketing Coordinator,Bachelor,72269,Excellent,No,1977-03-21,2022-10-25
00-74759996,Christopher,Wright,Female,New York,New York City,2024-08-04,Operations,Logistics Coordinator,Bachelor,53835,Satisfactory,Yes,1962-05-03,2025-01-31
00-83989546,Kathy,Obrien,Male,Ohio,Columbus,2017-11-04,IT,System Administrator,Bachelor,100519,Satisfactory,No,1968-04-21,2021-05-19
00-78214937,Christine,Rowe,Male,New York,New York City,2022-05-28,Marketing,Content Creator,Bachelor,58086,Satisfactory,Yes,1992-11-24,2022-11-24
00-19369750,Shannon,Ramos,Male,New York,New York City,2017-12-01,Operations,Inventory Specialist,Bachelor,59890,Good,No,2001-03-17,2021-07-03
00-78147397,Brianna,Patterson,Male,New York,Buffalo,2017-08-09,Customer Service,Support Specialist,High School,56682,Good,Yes,1988-02-13,2018-09-15
00-50071487,Christine,Lynch,Female,New York,New York City,2023-10-15,Customer Service,Customer Service Representative,High School,62838,Good,No,1982-09-20,2024-04-12
00-75718414,Cory,Farmer,Male,North Carolina,Raleigh,2023-08-31,Customer Service,Customer Service Representative,High School,56983,Excellent,No,2001-05-10,2024-02-27
00-75007200,Jason,Guerrero,Female,New York,Rochester,2018-03-02,Marketing,Marketing Coordinator,Bachelor,67997,Good,No,1971-06-19,2018-08-29
00-82937948,John,Arnold,Male,New York,Buffalo,2018-03-02,Sales,Sales Consultant,PhD,85538,Needs Improvement,No,1991-03-12,2018-12-14
00-35320492,Aaron,Hayes,Male,Florida,Orlando,2024-08-18,Operations,Operations Analyst,Bachelor,69622,Satisfactory,No,1984-05-02,2025-02-14
00-61401477,Terry,Johnson,Female,New York,Rochester,2017-04-22,Customer Service,Support Specialist,Bachelor,57722,Needs Improvement,No,2004-06-20,2024-04-17
00-52704903,Jasmine,Warner,Female,Florida,Miami,2022-06-26,Operations,Operations Analyst,Master,56366,Good,No,1992-09-24,2022-12-23
00-61167978,Charles,Hall,Male,Virginia,Norfolk,2018-04-13,Customer Service,Customer Service Representative,High School,65923,Good,Yes,1971-03-16,2020-01-07
00-97512508,Kristin,Weber,Male,New York,New York City,2024-09-13,Operations,Logistics Coordinator,Bachelor,63264,Satisfactory,No,1993-12-01,2025-03-12
00-26944487,Linda,Gonzalez,Female,New York,Buffalo,2020-02-14,Customer Service,Customer Service Representative,High School,63518,Excellent,No,1997-11-01,2022-08-13
00-23470708,Amy,Holland,Female,New York,Rochester,2023-12-19,Operations,Inventory Specialist,High School,59197,Good,No,1970-10-05,2024-06-16
00-80591959,Joseph,Thomas,Female,New York,New York City,2024-01-24,Marketing,SEO Specialist,Bachelor,87240,Needs Improvement,Yes,1979-10-31,2024-09-28
00-29348212,Gabriel,Parker,Female,New York,New York City,2019-10-18,IT,Software Developer,Master,80565,Good,No,1985-03-06,2023-09-04
00-20043277,Madison,Morse,Female,New York,Buffalo,2019-06-20,Operations,Logistics Coordinator,Bachelor,56565,Good,Yes,1983-06-19,2021-02-26
00-93652460,David,Barker,Female,New York,New York City,2022-09-29,Sales,Sales Specialist,Master,92848,Good,Yes,1991-05-31,2023-03-28
00-54099326,Richard,Nelson,Male,Illinois,Aurora,2023-07-29,Finance,Financial Analyst,Bachelor,86119,Good,No,1972-01-10,2024-01-25
00-52501540,Troy,Miller,Male,New York,New York City,2021-01-16,Marketing,Content Creator,High School,63669,Satisfactory,No,1980-03-19,2022-03-28
00-82613940,Pamela,Navarro,Male,New York,Rochester,2015-08-23,IT,IT Support Specialist,High School,60555,Satisfactory,No,1992-10-15,2019-05-17
00-94712997,John,Davis,Female,New York,Buffalo,2022-09-19,IT,System Administrator,Master,97989,Needs Improvement,Yes,1997-12-17,2023-03-18
00-22130508,Mary,Johnston,Male,New York,Buffalo,2019-01-09,Finance,Financial Analyst,Master,74495,Excellent,Yes,1970-02-22,2020-08-29
00-95060193,Yvonne,Chambers,Female,New York,New York City,2022-04-15,IT,IT Support Specialist,High School,52515,Excellent,Yes,1999-03-29,2022-10-12
00-32329103,Barbara,Hines,Male,New York,Buffalo,2022-03-10,Marketing,SEO Specialist,Bachelor,71346,Excellent,No,1976-11-11,2022-09-06
00-53536830,Thomas,Pearson,Female,New York,New York City,2023-12-22,Customer Service,Customer Service Representative,Bachelor,56169,Good,No,1985-10-13,2024-06-19
00-60310319,Joshua,Shea,Female,Virginia,Virginia Beach,2019-06-19,Operations,Logistics Coordinator,Bachelor,57351,Needs Improvement,Yes,1997-08-26,2023-06-15
00-65304649,Cynthia,Vasquez,Female,Ohio,Columbus,2020-02-05,Sales,Sales Specialist,PhD,69665,Good,No,1992-03-21,2022-06-24
00-33497411,Theodore,Ortiz,Male,New York,New York City,2016-05-04,Finance,Accountant,Bachelor,87060,Good,No,1989-08-09,2019-08-27
00-42323627,Elizabeth,Hodge,Female,New York,Rochester,2020-05-08,IT,IT Support Specialist,Bachelor,64330,Good,No,1982-08-30,2021-02-02
00-41163805,Robert,Simpson,Male,New York,New York City,2019-09-15,IT,Software Developer,Bachelor,91949,Good,No,1985-04-08,2020-03-13
00-44269370,Sierra,Cervantes,Male,New York,Rochester,2022-08-02,Operations,Inventory Specialist,High School,58698,Good,Yes,1976-03-25,2023-01-29
00-83363160,Benjamin,Miller,Male,New York,Buffalo,2017-04-09,Operations,Logistics Coordinator,Bachelor,63519,Good,No,1989-04-17,2023-05-25
00-88862539,Marcus,Cordova,Female,New York,New York City,2017-06-06,Marketing,SEO Specialist,Bachelor,68335,Good,Yes,1971-11-01,2017-12-03
00-43567615,Michelle,Bryan,Male,New York,Rochester,2019-01-01,Sales,Sales Representative,Bachelor,85492,Good,Yes,1961-07-15,2019-06-30
00-61632653,Diane,Daniels,Female,Michigan,Detroit,2023-06-10,Operations,Operations Analyst,Master,78578,Satisfactory,No,1975-04-23,2023-12-07
00-61185849,Brian,Stone,Female,New York,New York City,2020-08-29,Sales,Sales Specialist,Master,84341,Satisfactory,No,1978-08-25,2021-05-13
00-49625201,Katherine,Garrett,Female,New York,New York City,2015-10-23,Sales,Sales Representative,Bachelor,72875,Good,Yes,1998-05-15,2017-12-24
00-46840133,Brett,Adams,Female,New York,Rochester,2015-02-20,Sales,Sales Specialist,Master,90386,Good,No,1962-10-09,2021-07-06
00-16582607,Sara,Kim,Male,Pennsylvania,Pittsburgh,2024-09-28,Customer Service,Help Desk Technician,High School,66371,Excellent,Yes,2003-05-20,2025-03-27
00-48412328,Todd,Johnson,Male,New York,Rochester,2023-09-02,IT,IT Support Specialist,Bachelor,73020,Satisfactory,No,1972-12-18,2024-02-29
00-57287718,Chelsea,Allen,Female,New York,Buffalo,2017-03-03,IT,Software Developer,Master,103374,Satisfactory,No,1986-12-10,2020-06-07
00-43638559,Lance,Smith,Male,New York,Buffalo,2022-06-08,Sales,Sales Representative,Bachelor,80824,Satisfactory,No,1977-03-06,2022-12-05
00-98473848,Christopher,Gay,Female,New York,New York City,2022-12-21,Sales,Sales Specialist,PhD,78456,Satisfactory,No,1964-12-09,2023-06-19
00-23041121,Daniel,Valentine,Female,New York,Rochester,2023-09-09,Operations,Inventory Specialist,High School,58366,Satisfactory,No,1985-11-02,2024-03-07
00-51464269,Marilyn,Jimenez,Male,New York,New York City,2023-10-06,Operations,Inventory Specialist,Bachelor,63459,Good,No,1972-01-09,2024-04-03
00-58970845,Kelly,Thornton,Female,New York,Rochester,2022-06-11,Customer Service,Customer Service Representative,Bachelor,57346,Needs Improvement,No,1968-01-12,2022-12-08
00-53851498,Mary,Baird,Female,Michigan,Grand Rapids,2022-04-05,Finance,Accounts Payable Specialist,Bachelor,57692,Needs Improvement,No,1974-07-28,2022-10-02
00-27738187,Stephen,Thomas,Male,New York,Rochester,2023-03-16,Operations,Inventory Specialist,High School,67961,Good,Yes,1968-05-15,2023-09-12
00-77349752,Sandra,Romero,Male,New York,Buffalo,2024-12-07,IT,System Administrator,Bachelor,86265,Satisfactory,No,1989-08-13,2025-06-05
00-74672520,Derek,Jones,Female,Michigan,Warren,2024-10-27,Customer Service,Customer Service Representative,Bachelor,53448,Excellent,No,1988-01-29,2025-04-25
